id,QID,tagSlug
5677,1869,string
5678,1870,array
5679,1870,binary-search
5680,1871,string
5681,1871,dynamic-programming
5682,1871,sliding-window
5683,1871,prefix-sum
5684,1872,array
5685,1872,math
5686,1872,dynamic-programming
5687,1872,prefix-sum
5688,1872,game-theory
5689,1873,database
5690,1874,array
5691,1874,greedy
5692,1874,sorting
5693,1875,database
5694,1876,hash-table
5695,1876,string
5696,1876,sliding-window
5697,1876,counting
5698,1877,array
5699,1877,two-pointers
5700,1877,greedy
5701,1877,sorting
5702,1878,array
5703,1878,math
5704,1878,sorting
5705,1878,heap-priority-queue
5706,1878,matrix
5707,1878,prefix-sum
5708,1879,array
5709,1879,dynamic-programming
5710,1879,bit-manipulation
5711,1879,bitmask
5712,1880,string
5713,1881,string
5714,1881,greedy
5715,1882,array
5716,1882,heap-priority-queue
5717,1883,array
5718,1883,dynamic-programming
5719,1884,math
5720,1884,dynamic-programming
5721,1885,array
5722,1885,two-pointers
5723,1885,binary-search
5724,1885,sorting
5725,1886,array
5726,1886,matrix
5727,1887,array
5728,1887,sorting
5729,1888,string
5730,1888,dynamic-programming
5731,1888,sliding-window
5732,1889,array
5733,1889,binary-search
5734,1889,sorting
5735,1889,prefix-sum
5736,1890,database
5737,1891,array
5738,1891,binary-search
5739,1892,database
5740,1893,array
5741,1893,hash-table
5742,1893,prefix-sum
5743,1894,array
5744,1894,binary-search
5745,1894,simulation
5746,1894,prefix-sum
5747,1895,array
5748,1895,matrix
5749,1895,prefix-sum
5750,1896,math
5751,1896,string
5752,1896,dynamic-programming
5753,1896,stack
5754,1897,hash-table
5755,1897,string
5756,1897,counting
5757,1898,array
5758,1898,two-pointers
5759,1898,string
5760,1898,binary-search
5761,1899,array
5762,1899,greedy
5763,1900,dynamic-programming
5764,1900,memoization
5765,1901,array
5766,1901,binary-search
5767,1901,matrix
5768,1902,array
5769,1902,tree
5770,1902,binary-search-tree
5771,1902,binary-tree
5772,1902,ordered-set
5773,1903,math
5774,1903,string
5775,1903,greedy
5776,1904,math
5777,1904,string
5778,1905,array
5779,1905,depth-first-search
5780,1905,breadth-first-search
5781,1905,union-find
5782,1905,matrix
5783,1906,array
5784,1906,hash-table
5785,1907,database
5786,1908,array
5787,1908,math
5788,1908,dynamic-programming
5789,1908,bit-manipulation
5790,1908,brainteaser
5791,1908,game-theory
5792,1909,array
5793,1910,string
5794,1910,stack
5795,1910,simulation
5796,1911,array
5797,1911,dynamic-programming
5798,1912,array
5799,1912,hash-table
5800,1912,design
5801,1912,heap-priority-queue
5802,1912,ordered-set
5803,1913,array
5804,1913,sorting
5805,1914,array
5806,1914,matrix
5807,1914,simulation
5808,1915,hash-table
5809,1915,string
5810,1915,bit-manipulation
5811,1915,prefix-sum
5812,1916,math
5813,1916,dynamic-programming
5814,1916,tree
5815,1916,graph
5816,1916,topological-sort
5817,1916,combinatorics
5818,1917,database
5819,1918,array
5820,1918,binary-search
5821,1918,sliding-window
5822,1919,database
5823,1920,array
5824,1920,simulation
5825,1921,array
5826,1921,greedy
5827,1921,sorting
5828,1922,math
5829,1922,recursion
5830,1923,array
5831,1923,binary-search
5832,1923,rolling-hash
5833,1923,suffix-array
5834,1923,hash-function
5835,1924,array
5836,1924,math
5837,1924,geometry
5838,1925,math
5839,1925,enumeration
5840,1926,array
5841,1926,breadth-first-search
5842,1926,matrix
5843,1927,math
5844,1927,string
5845,1927,greedy
5846,1927,game-theory
5847,1928,array
5848,1928,dynamic-programming
5849,1928,graph
5850,1929,array
5851,1929,simulation
5852,1930,hash-table
5853,1930,string
5854,1930,bit-manipulation
5855,1930,prefix-sum
5856,1931,dynamic-programming
5857,1932,hash-table
5858,1932,binary-search
5859,1932,tree
5860,1932,depth-first-search
5861,1932,binary-tree
5862,1933,string
5863,1934,database
5864,1935,hash-table
5865,1935,string
5866,1936,array
5867,1936,greedy
5868,1937,array
5869,1937,dynamic-programming
5870,1937,matrix
5871,1938,array
5872,1938,hash-table
5873,1938,bit-manipulation
5874,1938,depth-first-search
5875,1938,trie
5876,1939,database
5877,1940,array
5878,1940,hash-table
5879,1940,counting
5880,1941,hash-table
5881,1941,string
5882,1941,counting
5883,1942,array
5884,1942,hash-table
5885,1942,heap-priority-queue
5886,1943,array
5887,1943,hash-table
5888,1943,sorting
5889,1943,prefix-sum
5890,1944,array
5891,1944,stack
5892,1944,monotonic-stack
5893,1945,string
5894,1945,simulation
5895,1946,array
5896,1946,string
5897,1946,greedy
5898,1947,array
5899,1947,dynamic-programming
5900,1947,backtracking
5901,1947,bit-manipulation
5902,1947,bitmask
5903,1948,array
5904,1948,hash-table
5905,1948,string
5906,1948,trie
5907,1948,hash-function
5908,1949,database
5909,1950,array
5910,1950,stack
5911,1950,monotonic-stack
5912,1951,database
5913,1952,math
5914,1952,enumeration
5915,1952,number-theory
5916,1953,array
5917,1953,greedy
5918,1954,math
5919,1954,binary-search
5920,1955,array
5921,1955,dynamic-programming
5922,1956,array
5923,1956,math
5924,1956,binary-search
5925,1956,geometry
5926,1956,enumeration
5927,1957,string
5928,1958,array
5929,1958,matrix
5930,1958,enumeration
5931,1959,array
5932,1959,dynamic-programming
5933,1960,string
5934,1960,rolling-hash
5935,1960,hash-function
5936,1961,array
5937,1961,two-pointers
5938,1961,string
5939,1962,array
5940,1962,greedy
5941,1962,heap-priority-queue
5942,1963,two-pointers
5943,1963,string
5944,1963,stack
5945,1963,greedy
5946,1964,array
5947,1964,binary-search
5948,1964,binary-indexed-tree
5949,1965,database
5950,1966,array
5951,1966,binary-search
5952,1967,array
5953,1967,string
5954,1968,array
5955,1968,greedy
5956,1968,sorting
5957,1969,math
5958,1969,greedy
5959,1969,recursion
5960,1970,array
5961,1970,binary-search
5962,1970,depth-first-search
5963,1970,breadth-first-search
5964,1970,union-find
5965,1970,matrix
5966,1971,depth-first-search
5967,1971,breadth-first-search
5968,1971,union-find
5969,1971,graph
5970,1972,database
5971,1973,tree
5972,1973,depth-first-search
5973,1973,binary-tree
5974,1974,string
5975,1974,greedy
5976,1975,array
5977,1975,greedy
5978,1975,matrix
5979,1976,dynamic-programming
5980,1976,graph
5981,1976,topological-sort
5982,1976,shortest-path
5983,1977,string
5984,1977,dynamic-programming
5985,1977,suffix-array
5986,1978,database
5987,1979,array
5988,1979,math
5989,1979,number-theory
5990,1980,array
5991,1980,hash-table
5992,1980,string
5993,1980,backtracking
5994,1981,array
5995,1981,dynamic-programming
5996,1981,matrix
5997,1982,array
5998,1982,divide-and-conquer
5999,1983,array
6000,1983,hash-table
6001,1983,prefix-sum
6002,1984,array
6003,1984,sliding-window
6004,1984,sorting
6005,1985,array
6006,1985,string
6007,1985,divide-and-conquer
6008,1985,sorting
6009,1985,heap-priority-queue
6010,1985,quickselect
6011,1986,array
6012,1986,dynamic-programming
6013,1986,backtracking
6014,1986,bit-manipulation
6015,1986,bitmask
6016,1987,string
6017,1987,dynamic-programming
6018,1988,database
6019,1989,array
6020,1989,greedy
6021,1990,database
6022,1991,array
6023,1991,prefix-sum
6024,1992,array
6025,1992,depth-first-search
6026,1992,breadth-first-search
6027,1992,matrix
6028,1993,array
6029,1993,hash-table
6030,1993,tree
6031,1993,depth-first-search
6032,1993,breadth-first-search
6033,1993,design
6034,1994,array
6035,1994,math
6036,1994,dynamic-programming
6037,1994,bit-manipulation
6038,1994,bitmask
6039,1995,array
6040,1995,hash-table
6041,1995,enumeration
6042,1996,array
6043,1996,stack
6044,1996,greedy
6045,1996,sorting
6046,1996,monotonic-stack
6047,1997,array
6048,1997,dynamic-programming
6049,1998,array
6050,1998,math
6051,1998,union-find
6052,1998,sorting
6053,1998,number-theory
6054,1999,math
6055,1999,enumeration
6056,2000,two-pointers
6057,2000,string
6058,2000,stack
6059,2001,array
6060,2001,hash-table
6061,2001,math
6062,2001,counting
6063,2001,number-theory
6064,2002,string
6065,2002,dynamic-programming
6066,2002,backtracking
6067,2002,bit-manipulation
6068,2002,bitmask
6069,2003,dynamic-programming
6070,2003,tree
6071,2003,depth-first-search
6072,2003,union-find
6073,2004,database
6074,2005,math
6075,2005,dynamic-programming
6076,2005,tree
6077,2005,binary-tree
6078,2005,game-theory
6079,2006,array
6080,2006,hash-table
6081,2006,counting
6082,2007,array
6083,2007,hash-table
6084,2007,greedy
6085,2007,sorting
6086,2008,array
6087,2008,hash-table
6088,2008,binary-search
6089,2008,dynamic-programming
6090,2008,sorting
6091,2009,array
6092,2009,hash-table
6093,2009,binary-search
6094,2009,sliding-window
6095,2010,database
6096,2011,array
6097,2011,string
6098,2011,simulation
6099,2012,array
6100,2013,array
6101,2013,hash-table
6102,2013,design
6103,2013,counting
6104,2014,string
6105,2014,backtracking
6106,2014,greedy
6107,2014,counting
6108,2014,enumeration
6109,2015,array
6110,2015,greedy
6111,2015,sorting
6112,2015,heap-priority-queue
6113,2016,array
6114,2017,array
6115,2017,matrix
6116,2017,prefix-sum
6117,2018,array
6118,2018,matrix
6119,2018,enumeration
6120,2019,array
6121,2019,math
6122,2019,string
6123,2019,dynamic-programming
6124,2019,stack
6125,2019,memoization
6126,2020,database
6127,2021,array
6128,2021,sorting
6129,2021,prefix-sum
6130,2021,ordered-set
6131,2022,array
6132,2022,matrix
6133,2022,simulation
6134,2023,array
6135,2023,hash-table
6136,2023,string
6137,2023,counting
6138,2024,string
6139,2024,binary-search
6140,2024,sliding-window
6141,2024,prefix-sum
6142,2025,array
6143,2025,hash-table
6144,2025,counting
6145,2025,enumeration
6146,2025,prefix-sum
6147,2026,database
6148,2027,string
6149,2027,greedy
6150,2028,array
6151,2028,math
6152,2028,simulation
6153,2029,array
6154,2029,math
6155,2029,greedy
6156,2029,counting
6157,2029,game-theory
6158,2030,string
6159,2030,stack
6160,2030,greedy
6161,2030,monotonic-stack
6162,2031,array
6163,2031,binary-search
6164,2031,divide-and-conquer
6165,2031,binary-indexed-tree
6166,2031,segment-tree
6167,2031,merge-sort
6168,2031,ordered-set
6169,2032,array
6170,2032,hash-table
6171,2032,bit-manipulation
6172,2033,array
6173,2033,math
6174,2033,sorting
6175,2033,matrix
6176,2034,hash-table
6177,2034,design
6178,2034,heap-priority-queue
6179,2034,data-stream
6180,2034,ordered-set
6181,2035,array
6182,2035,two-pointers
6183,2035,binary-search
6184,2035,dynamic-programming
6185,2035,bit-manipulation
6186,2035,ordered-set
6187,2035,bitmask
6188,2036,array
6189,2036,dynamic-programming
6190,2037,array
6191,2037,greedy
6192,2037,sorting
6193,2037,counting-sort
6194,2038,math
6195,2038,string
6196,2038,greedy
6197,2038,game-theory
6198,2039,array
6199,2039,breadth-first-search
6200,2039,graph
6201,2040,array
6202,2040,binary-search
6203,2041,database
6204,2042,string
6205,2043,array
6206,2043,hash-table
6207,2043,design
6208,2043,simulation
6209,2044,array
6210,2044,backtracking
6211,2044,bit-manipulation
6212,2044,enumeration
6213,2045,breadth-first-search
6214,2045,graph
6215,2045,shortest-path
6216,2046,linked-list
6217,2046,two-pointers
6218,2046,sorting
6219,2047,string
6220,2048,hash-table
6221,2048,math
6222,2048,backtracking
6223,2048,counting
6224,2048,enumeration
6225,2049,array
6226,2049,tree
6227,2049,depth-first-search
6228,2049,binary-tree
6229,2050,array
6230,2050,dynamic-programming
6231,2050,graph
6232,2050,topological-sort
6233,2051,database
6234,2052,array
6235,2052,dynamic-programming
6236,2053,array
6237,2053,hash-table
6238,2053,string
6239,2053,counting
6240,2054,array
6241,2054,binary-search
6242,2054,dynamic-programming
6243,2054,sorting
6244,2054,heap-priority-queue
6245,2055,array
6246,2055,string
6247,2055,binary-search
6248,2055,prefix-sum
6249,2056,array
6250,2056,string
6251,2056,backtracking
6252,2056,simulation
6253,2057,array
6254,2058,linked-list
6255,2059,array
6256,2059,breadth-first-search
6257,2060,string
6258,2060,dynamic-programming
6259,2061,array
6260,2061,matrix
6261,2061,simulation
6262,2062,hash-table
6263,2062,string
6264,2063,math
6265,2063,string
6266,2063,dynamic-programming
6267,2063,combinatorics
6268,2064,array
6269,2064,binary-search
6270,2064,greedy
6271,2065,array
6272,2065,backtracking
6273,2065,graph
6274,2066,database
6275,2067,hash-table
6276,2067,string
6277,2067,sliding-window
6278,2067,counting
6279,2068,hash-table
6280,2068,string
6281,2068,counting
6282,2069,design
6283,2069,simulation
6284,2070,array
6285,2070,binary-search
6286,2070,sorting
6287,2071,array
6288,2071,two-pointers
6289,2071,binary-search
6290,2071,greedy
6291,2071,queue
6292,2071,sorting
6293,2071,monotonic-queue
6294,2072,database
6295,2073,array
6296,2073,queue
6297,2073,simulation
6298,2074,linked-list
6299,2075,string
6300,2075,simulation
6301,2076,union-find
6302,2076,graph
6303,2077,graph
6304,2078,array
6305,2078,greedy
6306,2079,array
6307,2079,simulation
6308,2080,array
6309,2080,hash-table
6310,2080,binary-search
6311,2080,design
6312,2080,segment-tree
6313,2081,math
6314,2081,enumeration
6315,2082,database
6316,2083,hash-table
6317,2083,math
6318,2083,string
6319,2083,counting
6320,2083,prefix-sum
6321,2084,database
6322,2085,array
6323,2085,hash-table
6324,2085,string
6325,2085,counting
6326,2086,string
6327,2086,dynamic-programming
6328,2086,greedy
6329,2087,array
6330,2087,greedy
6331,2088,array
6332,2088,dynamic-programming
6333,2088,matrix
6334,2089,array
6335,2089,binary-search
6336,2089,sorting
6337,2090,array
6338,2090,sliding-window
6339,2091,array
6340,2091,greedy
6341,2092,depth-first-search
6342,2092,breadth-first-search
6343,2092,union-find
6344,2092,graph
6345,2092,sorting
6346,2093,graph
6347,2093,heap-priority-queue
6348,2093,shortest-path
6349,2094,array
6350,2094,hash-table
6351,2094,sorting
6352,2094,enumeration
6353,2095,linked-list
6354,2095,two-pointers
6355,2096,string
6356,2096,tree
6357,2096,depth-first-search
6358,2096,binary-tree
6359,2097,depth-first-search
6360,2097,graph
6361,2097,eulerian-circuit
6362,2098,array
6363,2098,greedy
6364,2098,sorting
6365,2099,array
6366,2099,hash-table
6367,2099,sorting
6368,2099,heap-priority-queue
6369,2100,array
6370,2100,dynamic-programming
6371,2100,prefix-sum
6372,2101,array
6373,2101,math
6374,2101,depth-first-search
6375,2101,breadth-first-search
6376,2101,graph
6377,2101,geometry
6378,2102,design
6379,2102,heap-priority-queue
6380,2102,data-stream
6381,2102,ordered-set
6382,2103,hash-table
6383,2103,string
6384,2104,array
6385,2104,stack
6386,2104,monotonic-stack
6387,2105,array
6388,2105,two-pointers
6389,2105,simulation
6390,2106,array
6391,2106,binary-search
6392,2106,sliding-window
6393,2106,prefix-sum
6394,2107,array
6395,2107,hash-table
6396,2107,sliding-window
6397,2108,array
6398,2108,two-pointers
6399,2108,string
6400,2109,array
6401,2109,two-pointers
6402,2109,string
6403,2109,simulation
6404,2110,array
6405,2110,math
6406,2110,dynamic-programming
6407,2111,array
6408,2111,binary-search
6409,2112,database
6410,2113,array
6411,2114,array
6412,2114,string
6413,2115,array
6414,2115,hash-table
6415,2115,string
6416,2115,graph
6417,2115,topological-sort
6418,2116,string
6419,2116,stack
6420,2116,greedy
6421,2117,math
6422,2118,database
6423,2119,math
6424,2120,string
6425,2120,simulation
6426,2121,array
6427,2121,hash-table
6428,2121,prefix-sum
6429,2122,array
6430,2122,hash-table
6431,2122,two-pointers
6432,2122,sorting
6433,2122,enumeration
6434,2123,array
6435,2123,graph
6436,2123,matrix
6437,2124,string
6438,2125,array
6439,2125,math
6440,2125,string
6441,2125,matrix
6442,2126,array
6443,2126,greedy
6444,2126,sorting
6445,2127,depth-first-search
6446,2127,graph
6447,2127,topological-sort
6448,2128,array
6449,2128,math
6450,2128,bit-manipulation
6451,2128,matrix
6452,2129,string
6453,2130,linked-list
6454,2130,two-pointers
6455,2130,stack
6456,2131,array
6457,2131,hash-table
6458,2131,string
6459,2131,greedy
6460,2131,counting
6461,2132,array
6462,2132,greedy
6463,2132,matrix
6464,2132,prefix-sum
6465,2133,array
6466,2133,hash-table
6467,2133,matrix
6468,2134,array
6469,2134,sliding-window
6470,2135,array
6471,2135,hash-table
6472,2135,string
6473,2135,bit-manipulation
6474,2135,sorting
6475,2136,array
6476,2136,greedy
6477,2136,sorting
6478,2137,array
6479,2137,binary-search
6480,2138,string
6481,2138,simulation
6482,2139,math
6483,2139,greedy
6484,2140,array
6485,2140,dynamic-programming
6486,2141,array
6487,2141,binary-search
6488,2141,greedy
6489,2141,sorting
6490,2142,database
6491,2143,array
6492,2143,dynamic-programming
6493,2144,array
6494,2144,greedy
6495,2144,sorting
6496,2145,array
6497,2145,prefix-sum
6498,2146,array
6499,2146,breadth-first-search
6500,2146,sorting
6501,2146,heap-priority-queue
6502,2146,matrix
6503,2147,math
6504,2147,string
6505,2147,dynamic-programming
6506,2148,array
6507,2148,sorting
6508,2148,counting
6509,2149,array
6510,2149,two-pointers
6511,2149,simulation
6512,2150,array
6513,2150,hash-table
6514,2150,counting
6515,2151,array
6516,2151,backtracking
6517,2151,bit-manipulation
6518,2151,enumeration
6519,2152,array
6520,2152,hash-table
6521,2152,math
6522,2152,dynamic-programming
6523,2152,backtracking
6524,2152,bit-manipulation
6525,2152,geometry
6526,2152,bitmask
6527,2153,database
6528,2154,array
6529,2154,hash-table
6530,2154,sorting
6531,2154,simulation
6532,2155,array
6533,2156,string
6534,2156,sliding-window
6535,2156,rolling-hash
6536,2156,hash-function
6537,2157,string
6538,2157,bit-manipulation
6539,2157,union-find
6540,2158,array
6541,2158,segment-tree
6542,2158,ordered-set
6543,2159,database
6544,2160,math
6545,2160,greedy
6546,2160,sorting
6547,2161,array
6548,2161,two-pointers
6549,2161,simulation
6550,2162,math
6551,2162,enumeration
6552,2163,array
6553,2163,dynamic-programming
6554,2163,heap-priority-queue
6555,2164,array
6556,2164,sorting
6557,2165,math
6558,2165,sorting
6559,2166,array
6560,2166,hash-table
6561,2166,string
6562,2166,design
6563,2167,string
6564,2167,dynamic-programming
6565,2168,hash-table
6566,2168,string
6567,2168,rolling-hash
6568,2168,counting
6569,2168,hash-function
6570,2169,math
6571,2169,simulation
6572,2170,array
6573,2170,hash-table
6574,2170,greedy
6575,2170,counting
6576,2171,array
6577,2171,greedy
6578,2171,sorting
6579,2171,enumeration
6580,2171,prefix-sum
6581,2172,array
6582,2172,dynamic-programming
6583,2172,bit-manipulation
6584,2172,bitmask
6585,2173,database
6586,2174,array
6587,2174,bit-manipulation
6588,2174,breadth-first-search
6589,2174,matrix
6590,2175,database
6591,2176,array
6592,2177,math
6593,2177,simulation
6594,2178,math
6595,2178,backtracking
6596,2178,greedy
6597,2179,array
6598,2179,binary-search
6599,2179,divide-and-conquer
6600,2179,binary-indexed-tree
6601,2179,segment-tree
6602,2179,merge-sort
6603,2179,ordered-set
6604,2180,math
6605,2180,simulation
6606,2181,linked-list
6607,2181,simulation
6608,2182,hash-table
6609,2182,string
6610,2182,greedy
6611,2182,heap-priority-queue
6612,2182,counting
6613,2183,array
6614,2183,math
6615,2183,number-theory
6616,2184,array
6617,2184,dynamic-programming
6618,2184,bit-manipulation
6619,2184,bitmask
6620,2185,array
6621,2185,string
6622,2185,string-matching
6623,2186,hash-table
6624,2186,string
6625,2186,counting
6626,2187,array
6627,2187,binary-search
6628,2188,array
6629,2188,dynamic-programming
6630,2189,math
6631,2189,dynamic-programming
6632,2190,array
6633,2190,hash-table
6634,2190,counting
6635,2191,array
6636,2191,sorting
6637,2192,depth-first-search
6638,2192,breadth-first-search
6639,2192,graph
6640,2192,topological-sort
6641,2193,two-pointers
6642,2193,string
6643,2193,greedy
6644,2193,binary-indexed-tree
6645,2194,string
6646,2195,array
6647,2195,math
6648,2195,greedy
6649,2195,sorting
6650,2196,array
6651,2196,hash-table
6652,2196,tree
6653,2196,binary-tree
6654,2197,array
6655,2197,math
6656,2197,stack
6657,2197,number-theory
6658,2198,math
6659,2199,database
6660,2200,array
6661,2200,two-pointers
6662,2201,array
6663,2201,hash-table
6664,2201,simulation
6665,2202,array
6666,2202,greedy
6667,2203,graph
6668,2203,shortest-path
6669,2204,depth-first-search
6670,2204,breadth-first-search
6671,2204,union-find
6672,2204,graph
6673,2205,database
6674,2206,array
6675,2206,hash-table
6676,2206,bit-manipulation
6677,2206,counting
6678,2207,string
6679,2207,greedy
6680,2207,prefix-sum
6681,2208,array
6682,2208,greedy
6683,2208,heap-priority-queue
6684,2209,string
6685,2209,dynamic-programming
6686,2209,prefix-sum
6687,2210,array
6688,2211,string
6689,2211,stack
6690,2211,simulation
6691,2212,array
6692,2212,backtracking
6693,2212,bit-manipulation
6694,2212,enumeration
6695,2213,array
6696,2213,string
6697,2213,segment-tree
6698,2213,ordered-set
6699,2214,array
6700,2214,greedy
6701,2215,array
6702,2215,hash-table
6703,2216,array
6704,2216,stack
6705,2216,greedy
6706,2217,array
6707,2217,math
6708,2218,array
6709,2218,dynamic-programming
6710,2218,prefix-sum
6711,2219,array
6712,2219,prefix-sum
6713,2220,bit-manipulation
6714,2221,array
6715,2221,math
6716,2221,simulation
6717,2221,combinatorics
6718,2222,string
6719,2222,dynamic-programming
6720,2222,prefix-sum
6721,2223,string
6722,2223,binary-search
6723,2223,rolling-hash
6724,2223,suffix-array
6725,2223,string-matching
6726,2223,hash-function
6727,2224,string
6728,2224,greedy
6729,2225,array
6730,2225,hash-table
6731,2225,sorting
6732,2225,counting
6733,2226,array
6734,2226,binary-search
6735,2227,array
6736,2227,hash-table
6737,2227,string
6738,2227,design
6739,2227,trie
6740,2228,database
6741,2229,array
6742,2229,hash-table
6743,2229,sorting
6744,2230,database
6745,2231,sorting
6746,2231,heap-priority-queue
6747,2232,string
6748,2232,enumeration
6749,2233,array
6750,2233,greedy
6751,2233,heap-priority-queue
6752,2234,array
6753,2234,two-pointers
6754,2234,binary-search
6755,2234,greedy
6756,2234,sorting
6757,2234,enumeration
6758,2234,prefix-sum
6759,2235,math
6760,2236,tree
6761,2236,binary-tree
6762,2237,array
6763,2237,prefix-sum
6764,2238,database
6765,2239,array
6766,2240,math
6767,2240,enumeration
6768,2241,array
6769,2241,greedy
6770,2241,design
6771,2242,array
6772,2242,graph
6773,2242,sorting
6774,2242,enumeration
6775,2243,string
6776,2243,simulation
6777,2244,array
6778,2244,hash-table
6779,2244,greedy
6780,2244,counting
6781,2245,array
6782,2245,matrix
6783,2245,prefix-sum
6784,2246,array
6785,2246,string
6786,2246,tree
6787,2246,depth-first-search
6788,2246,graph
6789,2246,topological-sort
6790,2247,dynamic-programming
6791,2247,bit-manipulation
6792,2247,graph
6793,2247,bitmask
6794,2248,array
6795,2248,hash-table
6796,2248,sorting
6797,2248,counting
6798,2249,array
6799,2249,hash-table
6800,2249,math
6801,2249,geometry
6802,2249,enumeration
6803,2250,array
6804,2250,hash-table
6805,2250,binary-search
6806,2250,binary-indexed-tree
6807,2250,sorting
6808,2251,array
6809,2251,hash-table
6810,2251,binary-search
6811,2251,sorting
6812,2251,prefix-sum
6813,2251,ordered-set
6814,2252,database
6815,2253,database
6816,2254,hash-table
6817,2254,stack
6818,2254,design
6819,2254,ordered-set
6820,2255,array
6821,2255,string
6822,2256,array
6823,2256,prefix-sum
6824,2257,array
6825,2257,matrix
6826,2257,simulation
6827,2258,array
6828,2258,binary-search
6829,2258,breadth-first-search
6830,2258,matrix
6831,2259,string
6832,2259,greedy
6833,2259,enumeration
6834,2260,array
6835,2260,hash-table
6836,2260,sliding-window
6837,2261,array
6838,2261,hash-table
6839,2261,trie
6840,2261,rolling-hash
6841,2261,hash-function
6842,2261,enumeration
6843,2262,hash-table
6844,2262,string
6845,2262,dynamic-programming
6846,2263,dynamic-programming
6847,2263,greedy
6848,2264,string
6849,2265,tree
6850,2265,depth-first-search
6851,2265,binary-tree
6852,2266,hash-table
6853,2266,math
6854,2266,string
6855,2266,dynamic-programming
6856,2267,array
6857,2267,dynamic-programming
6858,2267,matrix
6859,2268,hash-table
6860,2268,string
6861,2268,greedy
6862,2268,sorting
6863,2268,counting
6864,2269,math
6865,2269,string
6866,2269,sliding-window
6867,2270,array
6868,2270,prefix-sum
6869,2271,array
6870,2271,binary-search
6871,2271,greedy
6872,2271,sliding-window
6873,2271,sorting
6874,2271,prefix-sum
6875,2272,array
6876,2272,dynamic-programming
6877,2273,array
6878,2273,hash-table
6879,2273,string
6880,2273,sorting
6881,2274,array
6882,2274,sorting
6883,2275,array
6884,2275,hash-table
6885,2275,bit-manipulation
6886,2275,counting
6887,2276,design
6888,2276,segment-tree
6889,2276,ordered-set
6890,2277,array
6891,2277,tree
6892,2277,depth-first-search
6893,2277,breadth-first-search
6894,2278,string
6895,2279,array
6896,2279,greedy
6897,2279,sorting
6898,2280,array
6899,2280,math
6900,2280,geometry
6901,2280,sorting
6902,2280,number-theory
6903,2281,array
6904,2281,stack
6905,2281,monotonic-stack
6906,2281,prefix-sum
6907,2282,array
6908,2282,stack
6909,2282,matrix
6910,2282,monotonic-stack
6911,2283,hash-table
6912,2283,string
6913,2283,counting
6914,2284,array
6915,2284,hash-table
6916,2284,string
6917,2284,counting
6918,2285,greedy
6919,2285,graph
6920,2285,sorting
6921,2285,heap-priority-queue
6922,2286,binary-search
6923,2286,design
6924,2286,binary-indexed-tree
6925,2286,segment-tree
6926,2287,hash-table
6927,2287,string
6928,2287,counting
6929,2288,string
6930,2289,array
6931,2289,linked-list
6932,2289,stack
6933,2289,monotonic-stack
6934,2290,array
6935,2290,breadth-first-search
6936,2290,graph
6937,2290,heap-priority-queue
6938,2290,matrix
6939,2290,shortest-path
6940,2291,array
6941,2291,dynamic-programming
6942,2292,database
6943,2293,array
6944,2293,simulation
6945,2294,array
6946,2294,greedy
6947,2294,sorting
6948,2295,array
6949,2295,hash-table
6950,2295,simulation
6951,2296,linked-list
6952,2296,string
6953,2296,stack
6954,2296,design
6955,2296,simulation
6956,2296,doubly-linked-list
6957,2297,array
6958,2297,dynamic-programming
6959,2297,stack
6960,2297,graph
6961,2297,monotonic-stack
6962,2297,shortest-path
6963,2298,database
6964,2299,string
6965,2300,array
6966,2300,two-pointers
6967,2300,binary-search
6968,2300,sorting
6969,2301,array
6970,2301,hash-table
6971,2301,string
6972,2301,string-matching
6973,2302,array
6974,2302,binary-search
6975,2302,sliding-window
6976,2302,prefix-sum
6977,2303,array
6978,2303,simulation
6979,2304,array
6980,2304,dynamic-programming
6981,2304,matrix
6982,2305,array
6983,2305,dynamic-programming
6984,2305,backtracking
6985,2305,bit-manipulation
6986,2305,bitmask
6987,2306,array
6988,2306,hash-table
6989,2306,string
6990,2306,bit-manipulation
6991,2306,enumeration
6992,2307,array
6993,2307,depth-first-search
6994,2307,union-find
6995,2307,graph
6996,2308,database
6997,2309,hash-table
6998,2309,string
6999,2309,enumeration
7000,2310,math
7001,2310,dynamic-programming
7002,2310,greedy
7003,2310,enumeration
7004,2311,string
7005,2311,dynamic-programming
7006,2311,greedy
7007,2311,memoization
7008,2312,array
7009,2312,dynamic-programming
7010,2312,memoization
7011,2313,dynamic-programming
7012,2313,tree
7013,2313,depth-first-search
7014,2313,binary-tree
7015,2314,database
7016,2315,string
7017,2316,depth-first-search
7018,2316,breadth-first-search
7019,2316,union-find
7020,2316,graph
7021,2317,array
7022,2317,math
7023,2317,bit-manipulation
7024,2318,dynamic-programming
7025,2318,memoization
7026,2319,array
7027,2319,matrix
7028,2320,dynamic-programming
7029,2321,array
7030,2321,dynamic-programming
7031,2322,array
7032,2322,bit-manipulation
7033,2322,tree
7034,2322,depth-first-search
7035,2323,array
7036,2323,greedy
7037,2323,sorting
7038,2324,database
7039,2325,hash-table
7040,2325,string
7041,2326,array
7042,2326,linked-list
7043,2326,matrix
7044,2326,simulation
7045,2327,dynamic-programming
7046,2327,queue
7047,2327,simulation
7048,2328,array
7049,2328,dynamic-programming
7050,2328,depth-first-search
7051,2328,breadth-first-search
7052,2328,graph
7053,2328,topological-sort
7054,2328,memoization
7055,2328,matrix
