QID,title,titleSlug,difficulty,acceptanceRate,paidOnly,topicTags,categorySlug
1660,Correct a Binary Tree,correct-a-binary-tree,Medium,74.26884619322254,True,"hash-table,tree,depth-first-search,breadth-first-search,binary-tree",algorithms
1661,Average Time of Process per Machine,average-time-of-process-per-machine,Easy,68.5527489419847,False,database,database
1662,Check If Two String Arrays are Equivalent,check-if-two-string-arrays-are-equivalent,Easy,85.75464053145397,False,"array,string",algorithms
1663,Smallest String With A Given Numeric Value,smallest-string-with-a-given-numeric-value,Medium,67.0901286407605,False,"string,greedy",algorithms
1664,Ways to Make a Fair Array,ways-to-make-a-fair-array,Medium,64.53669197792037,False,"array,prefix-sum",algorithms
1665,Minimum Initial Energy to Finish Tasks,minimum-initial-energy-to-finish-tasks,Hard,59.379984340109615,False,"array,greedy,sorting",algorithms
1666,Change the Root of a Binary Tree,change-the-root-of-a-binary-tree,Medium,74.75832438238453,True,"tree,depth-first-search,binary-tree",algorithms
1667,Fix Names in a Table,fix-names-in-a-table,Easy,60.90759227035443,False,database,database
1668,Maximum Repeating Substring,maximum-repeating-substring,Easy,39.62953427026607,False,"string,dynamic-programming,string-matching",algorithms
1669,Merge In Between Linked Lists,merge-in-between-linked-lists,Medium,82.31394888151257,False,linked-list,algorithms
1670,Design Front Middle Back Queue,design-front-middle-back-queue,Medium,56.30220553730643,False,"array,linked-list,design,queue,data-stream",algorithms
1671,Minimum Number of Removals to Make Mountain Array,minimum-number-of-removals-to-make-mountain-array,Hard,54.92766490834073,False,"array,binary-search,dynamic-programming,greedy",algorithms
1672,Richest Customer Wealth,richest-customer-wealth,Easy,88.56395316625583,False,"array,matrix",algorithms
1673,Find the Most Competitive Subsequence,find-the-most-competitive-subsequence,Medium,51.877088518819015,False,"array,stack,greedy,monotonic-stack",algorithms
1674,Minimum Moves to Make Array Complementary,minimum-moves-to-make-array-complementary,Medium,42.1945660431967,False,"array,hash-table,prefix-sum",algorithms
1675,Minimize Deviation in Array,minimize-deviation-in-array,Hard,53.912508716732276,False,"array,greedy,heap-priority-queue,ordered-set",algorithms
1676,Lowest Common Ancestor of a Binary Tree IV,lowest-common-ancestor-of-a-binary-tree-iv,Medium,79.12712157949429,True,"hash-table,tree,depth-first-search,binary-tree",algorithms
1677,Product's Worth Over Invoices,products-worth-over-invoices,Easy,38.484380329447646,True,database,database
1678,Goal Parser Interpretation,goal-parser-interpretation,Easy,87.71096133295922,False,string,algorithms
1679,Max Number of K-Sum Pairs,max-number-of-k-sum-pairs,Medium,56.28062815352344,False,"array,hash-table,two-pointers,sorting",algorithms
1680,Concatenation of Consecutive Binary Numbers,concatenation-of-consecutive-binary-numbers,Medium,56.71857431296925,False,"math,bit-manipulation,simulation",algorithms
1681,Minimum Incompatibility,minimum-incompatibility,Hard,39.77578655522964,False,"array,dynamic-programming,bit-manipulation,bitmask",algorithms
1682,Longest Palindromic Subsequence II,longest-palindromic-subsequence-ii,Medium,50.21997177720594,True,"string,dynamic-programming",algorithms
1683,Invalid Tweets,invalid-tweets,Easy,85.50258928917273,False,database,database
1684,Count the Number of Consistent Strings,count-the-number-of-consistent-strings,Easy,88.27602932260376,False,"array,hash-table,string,bit-manipulation,counting",algorithms
1685,Sum of Absolute Differences in a Sorted Array,sum-of-absolute-differences-in-a-sorted-array,Medium,68.11306844204154,False,"array,math,prefix-sum",algorithms
1686,Stone Game VI,stone-game-vi,Medium,59.10337652511113,False,"array,math,greedy,sorting,heap-priority-queue,game-theory",algorithms
1687,Delivering Boxes from Storage to Ports,delivering-boxes-from-storage-to-ports,Hard,39.392142327650106,False,"array,dynamic-programming,segment-tree,queue,heap-priority-queue,prefix-sum,monotonic-queue",algorithms
1688,Count of Matches in Tournament,count-of-matches-in-tournament,Easy,86.02955018856008,False,"math,simulation",algorithms
1689,Partitioning Into Minimum Number Of Deci-Binary Numbers,partitioning-into-minimum-number-of-deci-binary-numbers,Medium,88.63353177350132,False,"string,greedy",algorithms
1690,Stone Game VII,stone-game-vii,Medium,58.32909996081107,False,"array,math,dynamic-programming,game-theory",algorithms
1691,Maximum Height by Stacking Cuboids ,maximum-height-by-stacking-cuboids,Hard,60.122004905351865,False,"array,dynamic-programming,sorting",algorithms
1692,Count Ways to Distribute Candies,count-ways-to-distribute-candies,Hard,63.26133909287257,True,dynamic-programming,algorithms
1693,Daily Leads and Partners,daily-leads-and-partners,Easy,86.62753922249759,False,database,database
1694,Reformat Phone Number,reformat-phone-number,Easy,66.92046750707334,False,string,algorithms
1695,Maximum Erasure Value,maximum-erasure-value,Medium,59.43978773923158,False,"array,hash-table,sliding-window",algorithms
1696,Jump Game VI,jump-game-vi,Medium,46.001150747986195,False,"array,dynamic-programming,queue,heap-priority-queue,monotonic-queue",algorithms
1697,Checking Existence of Edge Length Limited Paths,checking-existence-of-edge-length-limited-paths,Hard,62.7532910994294,False,"array,two-pointers,union-find,graph,sorting",algorithms
1698,Number of Distinct Substrings in a String,number-of-distinct-substrings-in-a-string,Medium,64.53129591536879,True,"string,trie,rolling-hash,suffix-array,hash-function",algorithms
1699,Number of Calls Between Two Persons,number-of-calls-between-two-persons,Medium,80.93064804287803,True,database,database
1700,Number of Students Unable to Eat Lunch,number-of-students-unable-to-eat-lunch,Easy,78.73571677576791,False,"array,stack,queue,simulation",algorithms
1701,Average Waiting Time,average-waiting-time,Medium,73.04943990449229,False,"array,simulation",algorithms
1702,Maximum Binary String After Change,maximum-binary-string-after-change,Medium,47.079780755176614,False,"string,greedy",algorithms
1703,Minimum Adjacent Swaps for K Consecutive Ones,minimum-adjacent-swaps-for-k-consecutive-ones,Hard,41.918610389183144,False,"array,greedy,sliding-window,prefix-sum",algorithms
1704,Determine if String Halves Are Alike,determine-if-string-halves-are-alike,Easy,78.65016469696377,False,"string,counting",algorithms
1705,Maximum Number of Eaten Apples,maximum-number-of-eaten-apples,Medium,40.55938789649667,False,"array,greedy,heap-priority-queue",algorithms
1706,Where Will the Ball Fall,where-will-the-ball-fall,Medium,72.03973405097356,False,"array,matrix,simulation",algorithms
1707,Maximum XOR With an Element From Array,maximum-xor-with-an-element-from-array,Hard,55.017108176314856,False,"array,bit-manipulation,trie",algorithms
1708,Largest Subarray Length K,largest-subarray-length-k,Easy,65.17366854118424,True,"array,greedy",algorithms
1709,Biggest Window Between Visits,biggest-window-between-visits,Medium,70.05173269080859,True,database,database
1710,Maximum Units on a Truck,maximum-units-on-a-truck,Easy,74.2517772661725,False,"array,greedy,sorting",algorithms
1711,Count Good Meals,count-good-meals,Medium,31.658445745256003,False,"array,hash-table",algorithms
1712,Ways to Split Array Into Three Subarrays,ways-to-split-array-into-three-subarrays,Medium,33.46990877117812,False,"array,two-pointers,binary-search,prefix-sum",algorithms
1713,Minimum Operations to Make a Subsequence,minimum-operations-to-make-a-subsequence,Hard,48.81876645230082,False,"array,hash-table,binary-search,greedy",algorithms
1714,Sum Of Special Evenly-Spaced Elements In Array,sum-of-special-evenly-spaced-elements-in-array,Hard,49.11042944785276,True,"array,dynamic-programming",algorithms
1715,Count Apples and Oranges,count-apples-and-oranges,Medium,75.9199318568995,True,database,database
1716,Calculate Money in Leetcode Bank,calculate-money-in-leetcode-bank,Easy,78.52440265506651,False,math,algorithms
1717,Maximum Score From Removing Substrings,maximum-score-from-removing-substrings,Medium,62.849054921540656,False,"string,stack,greedy",algorithms
1718,Construct the Lexicographically Largest Valid Sequence,construct-the-lexicographically-largest-valid-sequence,Medium,73.0947740652187,False,"array,backtracking",algorithms
1719,Number Of Ways To Reconstruct A Tree,number-of-ways-to-reconstruct-a-tree,Hard,44.16243654822335,False,"tree,graph",algorithms
1720,Decode XORed Array,decode-xored-array,Easy,86.98680388249407,False,"array,bit-manipulation",algorithms
1721,Swapping Nodes in a Linked List,swapping-nodes-in-a-linked-list,Medium,68.49867948804767,False,"linked-list,two-pointers",algorithms
1722,Minimize Hamming Distance After Swap Operations,minimize-hamming-distance-after-swap-operations,Medium,48.17029027813456,False,"array,depth-first-search,union-find",algorithms
1723,Find Minimum Time to Finish All Jobs,find-minimum-time-to-finish-all-jobs,Hard,43.59677459745073,False,"array,dynamic-programming,backtracking,bit-manipulation,bitmask",algorithms
1724,Checking Existence of Edge Length Limited Paths II,checking-existence-of-edge-length-limited-paths-ii,Hard,51.34834584375869,True,"union-find,graph,minimum-spanning-tree",algorithms
1725,Number Of Rectangles That Can Form The Largest Square,number-of-rectangles-that-can-form-the-largest-square,Easy,78.99607950223331,False,array,algorithms
1726,Tuple with Same Product,tuple-with-same-product,Medium,70.18449298096836,False,"array,hash-table,counting",algorithms
1727,Largest Submatrix With Rearrangements,largest-submatrix-with-rearrangements,Medium,75.16781157998037,False,"array,greedy,sorting,matrix",algorithms
1728,Cat and Mouse II,cat-and-mouse-ii,Hard,39.67914946129385,False,"array,math,dynamic-programming,graph,topological-sort,memoization,matrix,game-theory",algorithms
1729,Find Followers Count,find-followers-count,Easy,69.55135344251534,False,database,database
1730,Shortest Path to Get Food,shortest-path-to-get-food,Medium,56.707636828607754,True,"array,breadth-first-search,matrix",algorithms
1731,The Number of Employees Which Report to Each Employee,the-number-of-employees-which-report-to-each-employee,Easy,52.17856122893776,False,database,database
1732,Find the Highest Altitude,find-the-highest-altitude,Easy,83.83957195232186,False,"array,prefix-sum",algorithms
1733,Minimum Number of People to Teach,minimum-number-of-people-to-teach,Medium,43.706899872866664,False,"array,hash-table,greedy",algorithms
1734,Decode XORed Permutation,decode-xored-permutation,Medium,65.90328959194679,False,"array,bit-manipulation",algorithms
1735,Count Ways to Make Array With Product,count-ways-to-make-array-with-product,Hard,53.146528881822995,False,"array,math,dynamic-programming,combinatorics,number-theory",algorithms
1736,Latest Time by Replacing Hidden Digits,latest-time-by-replacing-hidden-digits,Easy,43.06551841269207,False,"string,greedy",algorithms
1737,Change Minimum Characters to Satisfy One of Three Conditions,change-minimum-characters-to-satisfy-one-of-three-conditions,Medium,37.13871785584933,False,"hash-table,string,counting,prefix-sum",algorithms
1738,Find Kth Largest XOR Coordinate Value,find-kth-largest-xor-coordinate-value,Medium,63.072329904601965,False,"array,divide-and-conquer,bit-manipulation,sorting,heap-priority-queue,matrix,prefix-sum,quickselect",algorithms
1739,Building Boxes,building-boxes,Hard,51.862750868106644,False,"math,binary-search,greedy",algorithms
1740,Find Distance in a Binary Tree,find-distance-in-a-binary-tree,Medium,73.99707366076304,True,"hash-table,tree,depth-first-search,breadth-first-search,binary-tree",algorithms
1741,Find Total Time Spent by Each Employee,find-total-time-spent-by-each-employee,Easy,86.81392461925624,False,database,database
1742,Maximum Number of Balls in a Box,maximum-number-of-balls-in-a-box,Easy,74.26667442672564,False,"hash-table,math,counting",algorithms
1743,Restore the Array From Adjacent Pairs,restore-the-array-from-adjacent-pairs,Medium,74.73097654700676,False,"array,hash-table,depth-first-search",algorithms
1744,Can You Eat Your Favorite Candy on Your Favorite Day?,can-you-eat-your-favorite-candy-on-your-favorite-day,Medium,34.84082870136432,False,"array,prefix-sum",algorithms
1745,Palindrome Partitioning IV,palindrome-partitioning-iv,Hard,44.76671637702773,False,"string,dynamic-programming",algorithms
1746,Maximum Subarray Sum After One Operation,maximum-subarray-sum-after-one-operation,Medium,65.26485851365906,True,"array,dynamic-programming",algorithms
1747,Leetflex Banned Accounts,leetflex-banned-accounts,Medium,62.21448188090294,True,database,database
1748,Sum of Unique Elements,sum-of-unique-elements,Easy,79.07480570415123,False,"array,hash-table,counting",algorithms
1749,Maximum Absolute Sum of Any Subarray,maximum-absolute-sum-of-any-subarray,Medium,71.4724080477574,False,"array,dynamic-programming",algorithms
1750,Minimum Length of String After Deleting Similar Ends,minimum-length-of-string-after-deleting-similar-ends,Medium,55.91864982619501,False,"two-pointers,string",algorithms
1751,Maximum Number of Events That Can Be Attended II,maximum-number-of-events-that-can-be-attended-ii,Hard,60.810212459380566,False,"array,binary-search,dynamic-programming,sorting",algorithms
1752,Check if Array Is Sorted and Rotated,check-if-array-is-sorted-and-rotated,Easy,55.08064060496751,False,array,algorithms
1753,Maximum Score From Removing Stones,maximum-score-from-removing-stones,Medium,67.87047523174363,False,"math,greedy,heap-priority-queue",algorithms
1754,Largest Merge Of Two Strings,largest-merge-of-two-strings,Medium,51.367255709995106,False,"two-pointers,string,greedy",algorithms
1755,Closest Subsequence Sum,closest-subsequence-sum,Hard,41.652833556448016,False,"array,two-pointers,dynamic-programming,bit-manipulation,sorting,bitmask",algorithms
1756,Design Most Recently Used Queue,design-most-recently-used-queue,Medium,77.75678185952664,True,"array,hash-table,stack,design,binary-indexed-tree,ordered-set",algorithms
1757,Recyclable and Low Fat Products,recyclable-and-low-fat-products,Easy,89.24208405202019,False,database,database
1758,Minimum Changes To Make Alternating Binary String,minimum-changes-to-make-alternating-binary-string,Easy,63.69170226578718,False,string,algorithms
1759,Count Number of Homogenous Substrings,count-number-of-homogenous-substrings,Medium,57.350421749347014,False,"math,string",algorithms
1760,Minimum Limit of Balls in a Bag,minimum-limit-of-balls-in-a-bag,Medium,67.28345918852841,False,"array,binary-search",algorithms
1761,Minimum Degree of a Connected Trio in a Graph,minimum-degree-of-a-connected-trio-in-a-graph,Hard,43.41693800573842,False,graph,algorithms
1762,Buildings With an Ocean View,buildings-with-an-ocean-view,Medium,80.77055347707828,True,"array,stack,monotonic-stack",algorithms
1763,Longest Nice Substring,longest-nice-substring,Easy,62.53754675440535,False,"hash-table,string,divide-and-conquer,bit-manipulation,sliding-window",algorithms
1764,Form Array by Concatenating Subarrays of Another Array,form-array-by-concatenating-subarrays-of-another-array,Medium,53.718600261361985,False,"array,two-pointers,greedy,string-matching",algorithms
1765,Map of Highest Peak,map-of-highest-peak,Medium,75.11409966171587,False,"array,breadth-first-search,matrix",algorithms
1766,Tree of Coprimes,tree-of-coprimes,Hard,42.17477515756675,False,"array,math,tree,depth-first-search,number-theory",algorithms
1767,Find the Subtasks That Did Not Execute,find-the-subtasks-that-did-not-execute,Hard,78.09631471851685,True,database,database
1768,Merge Strings Alternately,merge-strings-alternately,Easy,82.223945829486,False,"two-pointers,string",algorithms
1769,Minimum Number of Operations to Move All Balls to Each Box,minimum-number-of-operations-to-move-all-balls-to-each-box,Medium,90.11777538656564,False,"array,string,prefix-sum",algorithms
1770,Maximum Score from Performing Multiplication Operations,maximum-score-from-performing-multiplication-operations,Hard,42.2689560613693,False,"array,dynamic-programming",algorithms
1771,Maximize Palindrome Length From Subsequences,maximize-palindrome-length-from-subsequences,Hard,37.2275650145109,False,"string,dynamic-programming",algorithms
1772,Sort Features by Popularity,sort-features-by-popularity,Medium,65.84880636604774,True,"array,hash-table,string,sorting",algorithms
1773,Count Items Matching a Rule,count-items-matching-a-rule,Easy,84.96944798018107,False,"array,string",algorithms
1774,Closest Dessert Cost,closest-dessert-cost,Medium,47.692578595906646,False,"array,dynamic-programming,backtracking",algorithms
1775,Equal Sum Arrays With Minimum Number of Operations,equal-sum-arrays-with-minimum-number-of-operations,Medium,53.94086648170341,False,"array,hash-table,greedy,counting",algorithms
1776,Car Fleet II,car-fleet-ii,Hard,56.445795645523724,False,"array,math,stack,heap-priority-queue,monotonic-stack",algorithms
1777,Product's Price for Each Store,products-price-for-each-store,Easy,82.48875668401855,True,database,database
1778,Shortest Path in a Hidden Grid,shortest-path-in-a-hidden-grid,Medium,44.259178796437105,True,"array,depth-first-search,breadth-first-search,matrix,interactive",algorithms
1779,Find Nearest Point That Has the Same X or Y Coordinate,find-nearest-point-that-has-the-same-x-or-y-coordinate,Easy,69.43633321303192,False,array,algorithms
1780,Check if Number is a Sum of Powers of Three,check-if-number-is-a-sum-of-powers-of-three,Medium,79.3291969093889,False,math,algorithms
1781,Sum of Beauty of All Substrings,sum-of-beauty-of-all-substrings,Medium,70.88908402055841,False,"hash-table,string,counting",algorithms
1782,Count Pairs Of Nodes,count-pairs-of-nodes,Hard,40.81832419733751,False,"array,two-pointers,binary-search,graph,sorting",algorithms
1783,Grand Slam Titles,grand-slam-titles,Medium,83.15653025052248,True,database,database
1784,Check if Binary String Has at Most One Segment of Ones,check-if-binary-string-has-at-most-one-segment-of-ones,Easy,39.05237640490707,False,string,algorithms
1785,Minimum Elements to Add to Form a Given Sum,minimum-elements-to-add-to-form-a-given-sum,Medium,44.342458686874075,False,"array,greedy",algorithms
1786,Number of Restricted Paths From First to Last Node,number-of-restricted-paths-from-first-to-last-node,Medium,40.0359910291017,False,"dynamic-programming,graph,topological-sort,heap-priority-queue,shortest-path",algorithms
1787,Make the XOR of All Segments Equal to Zero,make-the-xor-of-all-segments-equal-to-zero,Hard,39.92370854076421,False,"array,dynamic-programming,bit-manipulation",algorithms
1788,Maximize the Beauty of the Garden,maximize-the-beauty-of-the-garden,Hard,63.71527777777778,True,"array,hash-table,greedy,prefix-sum",algorithms
1789,Primary Department for Each Employee,primary-department-for-each-employee,Easy,71.72477151855526,False,database,database
1790,Check if One String Swap Can Make Strings Equal,check-if-one-string-swap-can-make-strings-equal,Easy,49.45902001324849,False,"hash-table,string,counting",algorithms
1791,Find Center of Star Graph,find-center-of-star-graph,Easy,86.62622850801763,False,graph,algorithms
1792,Maximum Average Pass Ratio,maximum-average-pass-ratio,Medium,71.55842330372622,False,"array,greedy,heap-priority-queue",algorithms
1793,Maximum Score of a Good Subarray,maximum-score-of-a-good-subarray,Hard,64.2495027128273,False,"array,two-pointers,binary-search,stack,monotonic-stack",algorithms
1794,Count Pairs of Equal Substrings With Minimum Difference,count-pairs-of-equal-substrings-with-minimum-difference,Medium,64.20612813370474,True,"hash-table,string,greedy",algorithms
1795,Rearrange Products Table,rearrange-products-table,Easy,85.61527262288023,False,database,database
1796,Second Largest Digit in a String,second-largest-digit-in-a-string,Easy,51.981165901080395,False,"hash-table,string",algorithms
1797,Design Authentication Manager,design-authentication-manager,Medium,57.89473684210527,False,"hash-table,linked-list,design,doubly-linked-list",algorithms
1798,Maximum Number of Consecutive Values You Can Make,maximum-number-of-consecutive-values-you-can-make,Medium,62.16274320111792,False,"array,greedy,sorting",algorithms
1799,Maximize Score After N Operations,maximize-score-after-n-operations,Hard,57.86593946386274,False,"array,math,dynamic-programming,backtracking,bit-manipulation,number-theory,bitmask",algorithms
1800,Maximum Ascending Subarray Sum,maximum-ascending-subarray-sum,Easy,66.47896348591071,False,array,algorithms
1801,Number of Orders in the Backlog,number-of-orders-in-the-backlog,Medium,51.998066087732674,False,"array,heap-priority-queue,simulation",algorithms
1802,Maximum Value at a Given Index in a Bounded Array,maximum-value-at-a-given-index-in-a-bounded-array,Medium,38.857696662457656,False,"math,binary-search,greedy",algorithms
1803,Count Pairs With XOR in a Range,count-pairs-with-xor-in-a-range,Hard,45.77298194646192,False,"array,bit-manipulation,trie",algorithms
1804,Implement Trie II (Prefix Tree),implement-trie-ii-prefix-tree,Medium,63.08576139320401,True,"hash-table,string,design,trie",algorithms
1805,Number of Different Integers in a String,number-of-different-integers-in-a-string,Easy,39.116175996377436,False,"hash-table,string",algorithms
1806,Minimum Number of Operations to Reinitialize a Permutation,minimum-number-of-operations-to-reinitialize-a-permutation,Medium,72.1076323568933,False,"array,math,simulation",algorithms
1807,Evaluate the Bracket Pairs of a String,evaluate-the-bracket-pairs-of-a-string,Medium,68.26529288586624,False,"array,hash-table,string",algorithms
1808,Maximize Number of Nice Divisors,maximize-number-of-nice-divisors,Hard,33.07074511009492,False,"math,recursion,number-theory",algorithms
1809,Ad-Free Sessions,ad-free-sessions,Easy,58.779588668994954,True,database,database
1810,Minimum Path Cost in a Hidden Grid,minimum-path-cost-in-a-hidden-grid,Medium,58.61752210357102,True,"array,depth-first-search,breadth-first-search,graph,heap-priority-queue,matrix,interactive,shortest-path",algorithms
1811,Find Interview Candidates,find-interview-candidates,Medium,60.62552831783601,True,database,database
1812,Determine Color of a Chessboard Square,determine-color-of-a-chessboard-square,Easy,79.33867323885808,False,"math,string",algorithms
1813,Sentence Similarity III,sentence-similarity-iii,Medium,48.597330532180905,False,"array,two-pointers,string",algorithms
1814,Count Nice Pairs in an Array,count-nice-pairs-in-an-array,Medium,48.53005704256253,False,"array,hash-table,math,counting",algorithms
1815,Maximum Number of Groups Getting Fresh Donuts,maximum-number-of-groups-getting-fresh-donuts,Hard,40.43883824464702,False,"array,dynamic-programming,bit-manipulation,memoization,bitmask",algorithms
1816,Truncate Sentence,truncate-sentence,Easy,86.0811330857009,False,"array,string",algorithms
1817,Finding the Users Active Minutes,finding-the-users-active-minutes,Medium,80.46879816525073,False,"array,hash-table",algorithms
1818,Minimum Absolute Sum Difference,minimum-absolute-sum-difference,Medium,31.373096501213517,False,"array,binary-search,sorting,ordered-set",algorithms
1819,Number of Different Subsequences GCDs,number-of-different-subsequences-gcds,Hard,41.985417397746325,False,"array,math,counting,number-theory",algorithms
1820,Maximum Number of Accepted Invitations,maximum-number-of-accepted-invitations,Medium,51.74471071894114,True,"array,depth-first-search,graph,matrix",algorithms
1821,Find Customers With Positive Revenue this Year,find-customers-with-positive-revenue-this-year,Easy,87.65655330124711,True,database,database
1822,Sign of the Product of an Array,sign-of-the-product-of-an-array,Easy,65.04317449301668,False,"array,math",algorithms
1823,Find the Winner of the Circular Game,find-the-winner-of-the-circular-game,Medium,82.0779723466178,False,"array,math,recursion,queue,simulation",algorithms
1824,Minimum Sideway Jumps,minimum-sideway-jumps,Medium,50.845084119420406,False,"array,dynamic-programming,greedy",algorithms
1825,Finding MK Average,finding-mk-average,Hard,38.203482237073516,False,"design,queue,heap-priority-queue,data-stream,ordered-set",algorithms
1826,Faulty Sensor,faulty-sensor,Easy,50.21459227467812,True,"array,two-pointers",algorithms
1827,Minimum Operations to Make the Array Increasing,minimum-operations-to-make-the-array-increasing,Easy,81.13134153165818,False,"array,greedy",algorithms
1828,Queries on Number of Points Inside a Circle,queries-on-number-of-points-inside-a-circle,Medium,86.47254034997883,False,"array,math,geometry",algorithms
1829,Maximum XOR for Each Query,maximum-xor-for-each-query,Medium,84.7929116010715,False,"array,bit-manipulation,prefix-sum",algorithms
1830,Minimum Number of Operations to Make String Sorted,minimum-number-of-operations-to-make-string-sorted,Hard,50.097907863547356,False,"math,string,combinatorics",algorithms
1831,Maximum Transaction Each Day,maximum-transaction-each-day,Medium,82.39905919247354,True,database,database
1832,Check if the Sentence Is Pangram,check-if-the-sentence-is-pangram,Easy,83.85017708590725,False,"hash-table,string",algorithms
1833,Maximum Ice Cream Bars,maximum-ice-cream-bars,Medium,73.9204516769601,False,"array,greedy,sorting,counting-sort",algorithms
1834,Single-Threaded CPU,single-threaded-cpu,Medium,46.49971200497542,False,"array,sorting,heap-priority-queue",algorithms
1835,Find XOR Sum of All Pairs Bitwise AND,find-xor-sum-of-all-pairs-bitwise-and,Hard,61.63674845183037,False,"array,math,bit-manipulation",algorithms
1836,Remove Duplicates From an Unsorted Linked List,remove-duplicates-from-an-unsorted-linked-list,Medium,75.38403822611855,True,"hash-table,linked-list",algorithms
1837,Sum of Digits in Base K,sum-of-digits-in-base-k,Easy,78.02834977712078,False,math,algorithms
1838,Frequency of the Most Frequent Element,frequency-of-the-most-frequent-element,Medium,44.114955836492314,False,"array,binary-search,greedy,sliding-window,sorting,prefix-sum",algorithms
1839,Longest Substring Of All Vowels in Order,longest-substring-of-all-vowels-in-order,Medium,50.58664544891953,False,"string,sliding-window",algorithms
1840,Maximum Building Height,maximum-building-height,Hard,37.4918039952791,False,"array,math,sorting",algorithms
1841,League Statistics,league-statistics,Medium,53.42007045938121,True,database,database
1842,Next Palindrome Using Same Digits,next-palindrome-using-same-digits,Hard,53.70401198601631,True,"two-pointers,string",algorithms
1843,Suspicious Bank Accounts,suspicious-bank-accounts,Medium,44.915114554145376,True,database,database
1844,Replace All Digits with Characters,replace-all-digits-with-characters,Easy,82.11493775602278,False,string,algorithms
1845,Seat Reservation Manager,seat-reservation-manager,Medium,66.40903827735237,False,"design,heap-priority-queue",algorithms
1846,Maximum Element After Decreasing and Rearranging,maximum-element-after-decreasing-and-rearranging,Medium,65.71802966227888,False,"array,greedy,sorting",algorithms
1847,Closest Room,closest-room,Hard,39.659723213011844,False,"array,binary-search,sorting,ordered-set",algorithms
1848,Minimum Distance to the Target Element,minimum-distance-to-the-target-element,Easy,54.20398208859747,False,array,algorithms
1849,Splitting a String Into Descending Consecutive Values,splitting-a-string-into-descending-consecutive-values,Medium,36.84925093632959,False,"string,backtracking,enumeration",algorithms
1850,Minimum Adjacent Swaps to Reach the Kth Smallest Number,minimum-adjacent-swaps-to-reach-the-kth-smallest-number,Medium,71.3181148748159,False,"two-pointers,string,greedy",algorithms
1851,Minimum Interval to Include Each Query,minimum-interval-to-include-each-query,Hard,52.3432869178222,False,"array,binary-search,line-sweep,sorting,heap-priority-queue",algorithms
1852,Distinct Numbers in Each Subarray,distinct-numbers-in-each-subarray,Medium,76.9942364508161,True,"array,hash-table,sliding-window",algorithms
1853,Convert Date Format,convert-date-format,Easy,85.5072463768116,True,database,database
1854,Maximum Population Year,maximum-population-year,Easy,62.70109689213894,False,"array,counting,prefix-sum",algorithms
1855,Maximum Distance Between a Pair of Values,maximum-distance-between-a-pair-of-values,Medium,53.87067567057758,False,"array,two-pointers,binary-search",algorithms
1856,Maximum Subarray Min-Product,maximum-subarray-min-product,Medium,38.98382475485999,False,"array,stack,monotonic-stack,prefix-sum",algorithms
1857,Largest Color Value in a Directed Graph,largest-color-value-in-a-directed-graph,Hard,57.66133193532275,False,"hash-table,dynamic-programming,graph,topological-sort,memoization,counting",algorithms
1858,Longest Word With All Prefixes,longest-word-with-all-prefixes,Medium,71.46544458491361,True,"array,string,depth-first-search,trie",algorithms
1859,Sorting the Sentence,sorting-the-sentence,Easy,83.75431656425803,False,"string,sorting",algorithms
1860,Incremental Memory Leak,incremental-memory-leak,Medium,72.52048428519016,False,"math,simulation",algorithms
1861,Rotating the Box,rotating-the-box,Medium,79.08948338543948,False,"array,two-pointers,matrix",algorithms
1862,Sum of Floored Pairs,sum-of-floored-pairs,Hard,29.656019656019655,False,"array,math,binary-search,prefix-sum",algorithms
1863,Sum of All Subset XOR Totals,sum-of-all-subset-xor-totals,Easy,90.07606899779518,False,"array,math,backtracking,bit-manipulation,combinatorics,enumeration",algorithms
1864,Minimum Number of Swaps to Make the Binary String Alternating,minimum-number-of-swaps-to-make-the-binary-string-alternating,Medium,43.47014424239168,False,"string,greedy",algorithms
1865,Finding Pairs With a Certain Sum,finding-pairs-with-a-certain-sum,Medium,49.19744614833821,False,"array,hash-table,design",algorithms
1866,Number of Ways to Rearrange Sticks With K Sticks Visible,number-of-ways-to-rearrange-sticks-with-k-sticks-visible,Hard,57.77554438860971,False,"math,dynamic-programming,combinatorics",algorithms
1867,Orders With Maximum Quantity Above Average,orders-with-maximum-quantity-above-average,Medium,70.82366589327145,True,database,database
1868,Product of Two Run-Length Encoded Arrays,product-of-two-run-length-encoded-arrays,Medium,59.408652844084045,True,"array,two-pointers",algorithms
1869,Longer Contiguous Segments of Ones than Zeros,longer-contiguous-segments-of-ones-than-zeros,Easy,61.60789505355638,False,string,algorithms
1870,Minimum Speed to Arrive on Time,minimum-speed-to-arrive-on-time,Medium,47.27046118937004,False,"array,binary-search",algorithms
1871,Jump Game VII,jump-game-vii,Medium,25.622744124152725,False,"string,dynamic-programming,sliding-window,prefix-sum",algorithms
1872,Stone Game VIII,stone-game-viii,Hard,52.821910216146314,False,"array,math,dynamic-programming,prefix-sum,game-theory",algorithms
1873,Calculate Special Bonus,calculate-special-bonus,Easy,57.28483337067597,False,database,database
1874,Minimize Product Sum of Two Arrays,minimize-product-sum-of-two-arrays,Medium,89.06088324158769,True,"array,greedy,sorting",algorithms
1875,Group Employees of the Same Salary,group-employees-of-the-same-salary,Medium,66.33747178329571,True,database,database
